number,priority,category,assignment_group,updated_by
INC0396810,1,Failure,EHR Ambulatory,system
INC0391686,1,Business Application,EHR Ambulatory,system
INC0425359,1,Business Application,EHR Ambulatory,system
INC0413055,1,Business Application,EHR Ambulatory,system
INC0414368,0,Business Application,EHR Ambulatory,system
INC0433043,1,Service,EHR Ambulatory,system
INC0410171,1,Failure,EHR Ambulatory,system
INC0393461,1,Business Application,EHR Ambulatory,system
INC0432981,0,Business Application,EHR Ambulatory,system
INC0412643,1,Failure,EHR Ambulatory,system
INC0399051,1,Business Application,EHR Ambulatory,system
INC0411988,1,Business Application,EHR Ambulatory,system
INC0392779,1,Business Application,EHR Ambulatory,system
INC0446186,1,Failure,EHR Ambulatory,system
INC0456166,0,Business Application,EHR Ambulatory,system
INC0415907,0,Business Application,EHR Ambulatory,system
INC0423343,1,Business Application,EHR Ambulatory,system
INC0411666,1,Business Application,EHR Ambulatory,system
INC0419191,1,Service,EHR Ambulatory,system
INC0443319,1,Failure,EHR Ambulatory,system
INC0447906,0,Business Application,EHR Ambulatory,system
INC0403857,1,Business Application,EHR Ambulatory,system
INC0410902,1,Service,EHR Ambulatory,system
INC0413154,1,Business Application,EHR Ambulatory,system
INC0413118,1,Business Application,EHR Ambulatory,system
INC0409264,1,Business Application,EHR Ambulatory,system
INC0432226,1,Business Application,EHR Ambulatory,system
INC0447720,1,Business Application,EHR Ambulatory,TatianaA
INC0419499,1,Business Application,EHR Ambulatory,system
INC0428252,0,Business Application,EHR Ambulatory,system
INC0393669,1,Business Application,EHR Ambulatory,system
INC0398677,1,Business Application,EHR Ambulatory,system
INC0442985,1,Business Application,EHR Ambulatory,system
INC0460359,1,Business Application,EHR Ambulatory,AileenGP
INC0448090,0,Service,EHR Ambulatory,system
INC0412273,1,Business Application,EHR Ambulatory,system
INC0437889,0,Business Application,EHR Ambulatory,system
INC0426504,1,Business Application,EHR Ambulatory,system
INC0398829,1,Failure,EHR Ambulatory,system
INC0443682,1,Business Application,EHR Ambulatory,system
INC0462809,1,Business Application,EHR Ambulatory,AileenGP
INC0401158,1,Business Application,EHR Ambulatory,system
INC0443183,1,Failure,EHR Ambulatory,system
INC0432838,1,Business Application,EHR Ambulatory,system
INC0446686,1,Business Application,EHR Ambulatory,system
INC0441594,1,Business Application,EHR Ambulatory,system
INC0448113,1,Business Application,EHR Ambulatory,system
INC0403366,1,Service,EHR Ambulatory,system
INC0442456,1,Failure,EHR Ambulatory,system
INC0402795,1,Business Application,EHR Ambulatory,system
INC0438917,1,Business Application,EHR Ambulatory,system
INC0406783,1,Business Application,EHR Ambulatory,system
INC0400184,1,Service,EHR Ambulatory,system
INC0419035,1,Business Application,EHR Ambulatory,system
INC0452554,1,Business Application,EHR Ambulatory,system
INC0401224,1,Business Application,EHR Ambulatory,system
INC0396833,1,Service,EHR Ambulatory,system
INC0446763,1,Failure,EHR Ambulatory,system
INC0429229,1,Failure,EHR Ambulatory,system
INC0458361,0,Business Application,EHR Ambulatory,system
INC0412277,1,Business Application,EHR Ambulatory,system
INC0458609,0,Business Application,EHR Ambulatory,system
INC0410624,1,Business Application,EHR Ambulatory,system
INC0455628,1,Failure,EHR Ambulatory,JCG
INC0444806,1,Business Application,EHR Ambulatory,system
INC0413485,1,Business Application,EHR Ambulatory,system
INC0439213,1,Business Application,EHR Ambulatory,system
INC0409003,1,Service,EHR Ambulatory,system
INC0457942,0,Business Application,EHR Ambulatory,system
INC0446919,1,Business Application,EHR Ambulatory,system
INC0446420,1,Failure,EHR Ambulatory,system
INC0449728,1,Business Application,EHR Ambulatory,system
INC0456009,0,Business Application,EHR Ambulatory,system
INC0405189,1,Business Application,EHR Ambulatory,system
INC0418034,0,Business Application,EHR Ambulatory,system
INC0425147,1,Failure,EHR Ambulatory,system
INC0416862,1,Failure,EHR Ambulatory,system
INC0437441,1,Business Application,EHR Ambulatory,system
INC0445717,0,Business Application,EHR Ambulatory,system
INC0436603,1,Business Application,EHR Ambulatory,system
INC0446299,1,Business Application,EHR Ambulatory,system
INC0458930,1,Business Application,EHR Ambulatory,system
INC0458243,0,Business Application,EHR Ambulatory,system
INC0394432,1,Business Application,EHR Ambulatory,system
INC0412344,0,Business Application,EHR Ambulatory,system
INC0455333,1,Service,EHR Ambulatory,system
INC0412442,1,Failure,EHR Ambulatory,system
INC0456711,1,Business Application,EHR Ambulatory,system
INC0447874,1,Business Application,EHR Ambulatory,system
INC0433951,0,Business Application,EHR Ambulatory,system
INC0439215,1,Business Application,EHR Ambulatory,system
INC0434004,1,Failure,EHR Ambulatory,system
INC0443048,1,Failure,EHR Ambulatory,system
INC0407659,1,Business Application,EHR Ambulatory,system
INC0436475,0,Failure,EHR Ambulatory,system
INC0451945,1,Business Application,EHR Ambulatory,system
INC0436587,1,Business Application,EHR Ambulatory,system
INC0458111,0,Business Application,EHR Ambulatory,system
INC0443793,1,Business Application,EHR Ambulatory,system
INC0439380,1,Business Application,EHR Ambulatory,system
INC0418131,0,Business Application,EHR Ambulatory,system
INC0455170,1,Failure,EHR Ambulatory,RamonPu
INC0393251,1,Service,EHR Ambulatory,system
INC0421343,1,Business Application,EHR Ambulatory,system
INC0422348,0,Business Application,EHR Ambulatory,system
INC0446074,1,Business Application,EHR Ambulatory,system
INC0419066,1,Business Application,EHR Ambulatory,system
INC0429536,1,Failure,EHR Ambulatory,qiutong.hou@capgemini.com
INC0401631,0,Failure,EHR Ambulatory,system
INC0412434,1,Failure,EHR Ambulatory,system
INC0393645,1,Business Application,EHR Ambulatory,system
INC0434156,0,Business Application,EHR Ambulatory,system
INC0432356,0,Business Application,EHR Ambulatory,GEL067319
INC0432428,1,Business Application,EHR Ambulatory,system
INC0436160,1,Failure,EHR Ambulatory,system
INC0448658,1,Business Application,EHR Ambulatory,system
INC0458013,1,Failure,EHR Ambulatory,Karinav
INC0405600,1,Business Application,EHR Ambulatory,system
INC0429994,0,Business Application,EHR Ambulatory,system
INC0393639,1,Business Application,EHR Ambulatory,system
INC0400818,1,Business Application,EHR Ambulatory,system
INC0459429,1,Business Application,EHR Ambulatory,TatianaA
INC0417850,1,Business Application,EHR Ambulatory,system
INC0460773,1,Failure,EHR Ambulatory,BRA11150
INC0411245,1,Business Application,EHR Ambulatory,system
INC0406238,1,Business Application,EHR Ambulatory,system
INC0452117,0,Business Application,EHR Ambulatory,system
INC0433974,0,Business Application,EHR Ambulatory,system
INC0421761,1,Service,EHR Ambulatory,system
INC0440301,1,Business Application,EHR Ambulatory,system
INC0445928,0,Business Application,EHR Ambulatory,system
INC0404523,1,Business Application,EHR Ambulatory,system
INC0413256,1,Business Application,EHR Ambulatory,system
INC0423739,0,Business Application,EHR Ambulatory,system
INC0442665,1,Failure,EHR Ambulatory,system
INC0395222,1,Business Application,EHR Ambulatory,system
INC0441053,1,Business Application,EHR Ambulatory,system
INC0442907,1,Business Application,EHR Ambulatory,system
INC0415873,1,Business Application,EHR Ambulatory,system
INC0456905,1,Business Application,EHR Ambulatory,system
INC0435145,1,Failure,EHR Ambulatory,system
INC0412396,1,Business Application,EHR Ambulatory,system
INC0400175,1,Failure,EHR Ambulatory,system
INC0433766,1,Failure,EHR Ambulatory,system
INC0411348,1,Business Application,EHR Ambulatory,system
INC0436233,1,Business Application,EHR Ambulatory,system
INC0444031,1,Failure,EHR Ambulatory,system
INC0460245,1,Business Application,EHR Ambulatory,RamonPu
INC0442229,0,Business Application,EHR Ambulatory,system
INC0462759,1,Business Application,EHR Ambulatory,AileenGP
INC0429654,1,Failure,EHR Ambulatory,system
INC0428291,0,Business Application,EHR Ambulatory,system
INC0415918,1,Business Application,EHR Ambulatory,system
INC0443937,1,Business Application,EHR Ambulatory,system
INC0441300,1,Business Application,EHR Ambulatory,system
INC0409306,1,Business Application,EHR Ambulatory,system
INC0393951,1,Failure,EHR Ambulatory,system
INC0412291,0,Business Application,EHR Ambulatory,system
INC0423310,0,Failure,EHR Ambulatory,system
INC0416664,0,Business Application,EHR Ambulatory,system
INC0412413,0,Business Application,EHR Ambulatory,system
INC0427613,1,Business Application,EHR Ambulatory,system
INC0451206,1,Business Application,EHR Ambulatory,system
INC0430163,0,Business Application,EHR Ambulatory,system
INC0432632,0,Business Application,EHR Ambulatory,system
INC0444625,1,Business Application,EHR Ambulatory,system
INC0436521,1,Business Application,EHR Ambulatory,system
INC0415764,1,Business Application,EHR Ambulatory,system
INC0396900,1,Service,EHR Ambulatory,system
INC0427605,0,Business Application,EHR Ambulatory,system
INC0450768,1,Business Application,EHR Ambulatory,system
INC0402801,1,Business Application,EHR Ambulatory,system
INC0396657,1,Business Application,EHR Ambulatory,system
INC0441041,1,Business Application,EHR Ambulatory,system
INC0422488,1,Failure,EHR Ambulatory,system
INC0393553,1,Business Application,EHR Ambulatory,system
INC0458239,0,Business Application,EHR Ambulatory,system
INC0443844,1,Business Application,EHR Ambulatory,system
INC0459178,1,Failure,EHR Ambulatory,system
INC0419215,1,Business Application,EHR Ambulatory,system
INC0462370,1,Business Application,EHR Ambulatory,MichaelMa
INC0395551,1,Business Application,EHR Ambulatory,system
INC0422940,1,Business Application,EHR Ambulatory,qiutong.hou@capgemini.com
INC0441367,1,Business Application,EHR Ambulatory,system
INC0407156,1,Business Application,EHR Ambulatory,system
INC0434486,0,Business Application,EHR Ambulatory,system
INC0415798,1,Business Application,EHR Ambulatory,system
INC0433403,0,Business Application,EHR Ambulatory,system
INC0441209,1,Business Application,EHR Ambulatory,system
INC0419596,1,Business Application,EHR Ambulatory,system
INC0456223,1,Business Application,EHR Ambulatory,system
INC0437069,1,Business Application,EHR Ambulatory,system
INC0441055,1,Service,EHR Ambulatory,system
INC0405006,1,Failure,EHR Ambulatory,system
INC0436316,1,Business Application,EHR Ambulatory,system
INC0418713,1,Failure,EHR Ambulatory,system
INC0403262,1,Business Application,EHR Ambulatory,system
